name,audio_name,audio_path,image_name,image_path,label,predict,confidence
32_block1_66_44_PA_2,32_block1_66_44_PA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_66_44_PA_2.wav,32_block1_66_44_PA_2.png,/Users/hela/Code/pata/spectrograms/32_block1_66_44_PA_2.png,,pa,0.9317851066589355
32_block1_62_6_TA_7,32_block1_62_6_TA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_62_6_TA_7.wav,32_block1_62_6_TA_7.png,/Users/hela/Code/pata/spectrograms/32_block1_62_6_TA_7.png,,ta,0.9936042428016664
32_block2_45_147_PA_6,32_block2_45_147_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_45_147_PA_6.wav,32_block2_45_147_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_45_147_PA_6.png,,pa,0.9655945897102356
32_block2_56_101_PA_9,32_block2_56_101_PA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_56_101_PA_9.wav,32_block2_56_101_PA_9.png,/Users/hela/Code/pata/spectrograms/32_block2_56_101_PA_9.png,,pa,0.9637809991836548
32_block2_35_109_TA_3,32_block2_35_109_TA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_35_109_TA_3.wav,32_block2_35_109_TA_3.png,/Users/hela/Code/pata/spectrograms/32_block2_35_109_TA_3.png,,ta,0.9775506854057312
32_block1_48_72_TA_9,32_block1_48_72_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_48_72_TA_9.wav,32_block1_48_72_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_48_72_TA_9.png,,ta,0.9681134223937988
32_block2_73_83_TA_1,32_block2_73_83_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_73_83_TA_1.wav,32_block2_73_83_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_73_83_TA_1.png,,ta,0.9689943194389344
32_block1_70_25_TA_7,32_block1_70_25_TA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_70_25_TA_7.wav,32_block1_70_25_TA_7.png,/Users/hela/Code/pata/spectrograms/32_block1_70_25_TA_7.png,,ta,0.966559112071991
32_block1_17_78_PA_1,32_block1_17_78_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_17_78_PA_1.wav,32_block1_17_78_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_17_78_PA_1.png,,pa,0.9504963159561156
32_block2_25_125_TA_1,32_block2_25_125_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_25_125_TA_1.wav,32_block2_25_125_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_25_125_TA_1.png,,ta,0.9971466660499572
32_block2_17_102_TA_1,32_block2_17_102_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_17_102_TA_1.wav,32_block2_17_102_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_17_102_TA_1.png,,ta,0.9805060625076294
32_block1_60_55_PA_4,32_block1_60_55_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_60_55_PA_4.wav,32_block1_60_55_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_60_55_PA_4.png,,pa,0.9753432273864746
32_block1_52_23_PA_4,32_block1_52_23_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_52_23_PA_4.wav,32_block1_52_23_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_52_23_PA_4.png,pa,pa,0.9099157452583312
32_block1_15_15_TA_8,32_block1_15_15_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_15_15_TA_8.wav,32_block1_15_15_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_15_15_TA_8.png,,ta,0.9799601435661316
32_block2_47_86_PA_8,32_block2_47_86_PA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_47_86_PA_8.wav,32_block2_47_86_PA_8.png,/Users/hela/Code/pata/spectrograms/32_block2_47_86_PA_8.png,,pa,0.960953414440155
32_block2_37_116_PA_6,32_block2_37_116_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_37_116_PA_6.wav,32_block2_37_116_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_37_116_PA_6.png,,pa,0.9820582270622252
32_block1_36_14_PA_4,32_block1_36_14_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_36_14_PA_4.wav,32_block1_36_14_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_36_14_PA_4.png,,pa,0.9773271679878236
32_block2_42_103_TA_2,32_block2_42_103_TA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_42_103_TA_2.wav,32_block2_42_103_TA_2.png,/Users/hela/Code/pata/spectrograms/32_block2_42_103_TA_2.png,,ta,0.976590633392334
32_block1_77_69_TA_6,32_block1_77_69_TA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_77_69_TA_6.wav,32_block1_77_69_TA_6.png,/Users/hela/Code/pata/spectrograms/32_block1_77_69_TA_6.png,,ta,0.9885053038597108
32_block1_10_76_PA_2,32_block1_10_76_PA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_10_76_PA_2.wav,32_block1_10_76_PA_2.png,/Users/hela/Code/pata/spectrograms/32_block1_10_76_PA_2.png,,pa,0.9839414954185486
32_block1_3_62_PA_3,32_block1_3_62_PA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_3_62_PA_3.wav,32_block1_3_62_PA_3.png,/Users/hela/Code/pata/spectrograms/32_block1_3_62_PA_3.png,,pa,0.9913526177406312
32_block1_8_13_TA_9,32_block1_8_13_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_8_13_TA_9.wav,32_block1_8_13_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_8_13_TA_9.png,,ta,0.9967845678329468
32_block1_79_68_TA_8,32_block1_79_68_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_79_68_TA_8.wav,32_block1_79_68_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_79_68_TA_8.png,,ta,0.9712775945663452
32_block2_29_138_PA_6,32_block2_29_138_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_29_138_PA_6.wav,32_block2_29_138_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_29_138_PA_6.png,,pa,0.9761937856674194
32_block2_34_104_TA_2,32_block2_34_104_TA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_34_104_TA_2.wav,32_block2_34_104_TA_2.png,/Users/hela/Code/pata/spectrograms/32_block2_34_104_TA_2.png,,ta,0.9835989475250244
32_block2_69_99_PA_6,32_block2_69_99_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_69_99_PA_6.wav,32_block2_69_99_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_69_99_PA_6.png,,pa,0.9925848841667176
32_block2_43_118_TA_3,32_block2_43_118_TA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_43_118_TA_3.wav,32_block2_43_118_TA_3.png,/Users/hela/Code/pata/spectrograms/32_block2_43_118_TA_3.png,,ta,0.9968181848526
32_block1_46_7_TA_7,32_block1_46_7_TA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_46_7_TA_7.wav,32_block1_46_7_TA_7.png,/Users/hela/Code/pata/spectrograms/32_block1_46_7_TA_7.png,,ta,0.9695632457733154
32_block1_35_41_PA_3,32_block1_35_41_PA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_35_41_PA_3.wav,32_block1_35_41_PA_3.png,/Users/hela/Code/pata/spectrograms/32_block1_35_41_PA_3.png,,pa,0.9224157333374025
32_block1_16_63_TA_9,32_block1_16_63_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_16_63_TA_9.wav,32_block1_16_63_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_16_63_TA_9.png,,ta,0.9753418564796448
32_block2_41_93_TA_1,32_block2_41_93_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_41_93_TA_1.wav,32_block2_41_93_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_41_93_TA_1.png,,ta,0.9692676067352296
32_block1_55_60_TA_8,32_block1_55_60_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_55_60_TA_8.wav,32_block1_55_60_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_55_60_TA_8.png,,ta,0.9852718114852904
32_block2_22_152_PA_7,32_block2_22_152_PA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_22_152_PA_7.wav,32_block2_22_152_PA_7.png,/Users/hela/Code/pata/spectrograms/32_block2_22_152_PA_7.png,,pa,0.9804818034172058
32_block2_24_136_PA_9,32_block2_24_136_PA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_24_136_PA_9.wav,32_block2_24_136_PA_9.png,/Users/hela/Code/pata/spectrograms/32_block2_24_136_PA_9.png,,pa,0.9725036025047302
32_block1_18_64_PA_2,32_block1_18_64_PA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_18_64_PA_2.wav,32_block1_18_64_PA_2.png,/Users/hela/Code/pata/spectrograms/32_block1_18_64_PA_2.png,,pa,0.97582346200943
32_block1_56_38_TA_9,32_block1_56_38_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_56_38_TA_9.wav,32_block1_56_38_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_56_38_TA_9.png,,ta,0.9955486059188844
32_block1_63_57_TA_8,32_block1_63_57_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_63_57_TA_8.wav,32_block1_63_57_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_63_57_TA_8.png,,ta,0.9979992508888244
32_block1_13_70_TA_6,32_block1_13_70_TA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_13_70_TA_6.wav,32_block1_13_70_TA_6.png,/Users/hela/Code/pata/spectrograms/32_block1_13_70_TA_6.png,ta,ta,0.8364520072937012
32_block2_59_90_TA_3,32_block2_59_90_TA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_59_90_TA_3.wav,32_block2_59_90_TA_3.png,/Users/hela/Code/pata/spectrograms/32_block2_59_90_TA_3.png,,ta,0.9774457812309264
32_block2_10_95_TA_2,32_block2_10_95_TA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_10_95_TA_2.wav,32_block2_10_95_TA_2.png,/Users/hela/Code/pata/spectrograms/32_block2_10_95_TA_2.png,ta,ta,0.9033660888671876
32_block2_20_151_TA_4,32_block2_20_151_TA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_20_151_TA_4.wav,32_block2_20_151_TA_4.png,/Users/hela/Code/pata/spectrograms/32_block2_20_151_TA_4.png,,ta,0.9851934313774108
32_block2_58_107_TA_2,32_block2_58_107_TA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_58_107_TA_2.wav,32_block2_58_107_TA_2.png,/Users/hela/Code/pata/spectrograms/32_block2_58_107_TA_2.png,,ta,0.9913138747215272
32_block1_27_45_PA_3,32_block1_27_45_PA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_27_45_PA_3.wav,32_block1_27_45_PA_3.png,/Users/hela/Code/pata/spectrograms/32_block1_27_45_PA_3.png,pa,pa,0.8947909474372864
32_block2_39_129_PA_8,32_block2_39_129_PA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_39_129_PA_8.wav,32_block2_39_129_PA_8.png,/Users/hela/Code/pata/spectrograms/32_block2_39_129_PA_8.png,,pa,0.9808714985847472
32_block1_72_9_TA_9,32_block1_72_9_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_72_9_TA_9.wav,32_block1_72_9_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_72_9_TA_9.png,,ta,0.988182008266449
32_block2_7_140_PA_8,32_block2_7_140_PA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_7_140_PA_8.wav,32_block2_7_140_PA_8.png,/Users/hela/Code/pata/spectrograms/32_block2_7_140_PA_8.png,,pa,0.974097490310669
32_block1_22_50_TA_7,32_block1_22_50_TA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_22_50_TA_7.wav,32_block1_22_50_TA_7.png,/Users/hela/Code/pata/spectrograms/32_block1_22_50_TA_7.png,,ta,0.9960982799530028
32_block1_49_53_PA_1,32_block1_49_53_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_49_53_PA_1.wav,32_block1_49_53_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_49_53_PA_1.png,,pa,0.977846086025238
32_block2_61_111_PA_6,32_block2_61_111_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_61_111_PA_6.wav,32_block2_61_111_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_61_111_PA_6.png,,pa,0.9648269414901732
32_block2_31_159_PA_8,32_block2_31_159_PA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_31_159_PA_8.wav,32_block2_31_159_PA_8.png,/Users/hela/Code/pata/spectrograms/32_block2_31_159_PA_8.png,,pa,0.9808201193809508
32_block2_77_98_PA_6,32_block2_77_98_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_77_98_PA_6.wav,32_block2_77_98_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_77_98_PA_6.png,,pa,0.960798442363739
32_block2_30_85_PA_7,32_block2_30_85_PA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_30_85_PA_7.wav,32_block2_30_85_PA_7.png,/Users/hela/Code/pata/spectrograms/32_block2_30_85_PA_7.png,,pa,0.9893330335617064
32_block1_75_37_PA_3,32_block1_75_37_PA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_75_37_PA_3.wav,32_block1_75_37_PA_3.png,/Users/hela/Code/pata/spectrograms/32_block1_75_37_PA_3.png,,pa,0.9550999999046326
32_block2_8_122_PA_9,32_block2_8_122_PA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_8_122_PA_9.wav,32_block2_8_122_PA_9.png,/Users/hela/Code/pata/spectrograms/32_block2_8_122_PA_9.png,,pa,0.9645900130271912
32_block2_67_117_TA_3,32_block2_67_117_TA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_67_117_TA_3.wav,32_block2_67_117_TA_3.png,/Users/hela/Code/pata/spectrograms/32_block2_67_117_TA_3.png,,ta,0.9677899479866028
32_block1_65_4_PA_1,32_block1_65_4_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_65_4_PA_1.wav,32_block1_65_4_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_65_4_PA_1.png,,pa,0.9423997402191162
32_block1_6_52_TA_7,32_block1_6_52_TA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_6_52_TA_7.wav,32_block1_6_52_TA_7.png,/Users/hela/Code/pata/spectrograms/32_block1_6_52_TA_7.png,,ta,0.9954975843429564
32_block1_67_24_PA_3,32_block1_67_24_PA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_67_24_PA_3.wav,32_block1_67_24_PA_3.png,/Users/hela/Code/pata/spectrograms/32_block1_67_24_PA_3.png,,pa,0.955709993839264
32_block2_49_94_TA_1,32_block2_49_94_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_49_94_TA_1.wav,32_block2_49_94_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_49_94_TA_1.png,,ta,0.9933710098266602
32_block1_9_10_PA_1,32_block1_9_10_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_9_10_PA_1.wav,32_block1_9_10_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_9_10_PA_1.png,,pa,0.9415534138679504
32_block1_40_12_TA_9,32_block1_40_12_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_40_12_TA_9.wav,32_block1_40_12_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_40_12_TA_9.png,,ta,0.9802196621894836
32_block2_33_92_TA_1,32_block2_33_92_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_33_92_TA_1.wav,32_block2_33_92_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_33_92_TA_1.png,,ta,0.9968506693840028
32_block2_55_81_PA_8,32_block2_55_81_PA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_55_81_PA_8.wav,32_block2_55_81_PA_8.png,/Users/hela/Code/pata/spectrograms/32_block2_55_81_PA_8.png,,pa,0.960933804512024
32_block2_52_87_TA_4,32_block2_52_87_TA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_52_87_TA_4.wav,32_block2_52_87_TA_4.png,/Users/hela/Code/pata/spectrograms/32_block2_52_87_TA_4.png,,ta,0.9976713061332704
32_block2_60_154_TA_4,32_block2_60_154_TA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_60_154_TA_4.wav,32_block2_60_154_TA_4.png,/Users/hela/Code/pata/spectrograms/32_block2_60_154_TA_4.png,,ta,0.998180627822876
32_block1_7_28_TA_8,32_block1_7_28_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_7_28_TA_8.wav,32_block1_7_28_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_7_28_TA_8.png,,ta,0.9905624985694884
32_block1_73_46_PA_1,32_block1_73_46_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_73_46_PA_1.wav,32_block1_73_46_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_73_46_PA_1.png,,pa,0.928618550300598
32_block2_70_96_PA_7,32_block2_70_96_PA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_70_96_PA_7.wav,32_block2_70_96_PA_7.png,/Users/hela/Code/pata/spectrograms/32_block2_70_96_PA_7.png,,pa,0.968864381313324
32_block1_20_39_PA_4,32_block1_20_39_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_20_39_PA_4.wav,32_block1_20_39_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_20_39_PA_4.png,pa,pa,0.8820992708206177
32_block2_11_142_TA_3,32_block2_11_142_TA_3.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_11_142_TA_3.wav,32_block2_11_142_TA_3.png,/Users/hela/Code/pata/spectrograms/32_block2_11_142_TA_3.png,,ta,0.990453839302063
32_block2_36_126_TA_4,32_block2_36_126_TA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_36_126_TA_4.wav,32_block2_36_126_TA_4.png,/Users/hela/Code/pata/spectrograms/32_block2_36_126_TA_4.png,,ta,0.9976589679718018
32_block1_2_1_PA_2,32_block1_2_1_PA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_2_1_PA_2.wav,32_block1_2_1_PA_2.png,/Users/hela/Code/pata/spectrograms/32_block1_2_1_PA_2.png,pa,ta,0.7822363376617432
32_block1_68_33_PA_4,32_block1_68_33_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_68_33_PA_4.wav,32_block1_68_33_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_68_33_PA_4.png,,pa,0.986880898475647
32_block1_41_75_PA_1,32_block1_41_75_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_41_75_PA_1.wav,32_block1_41_75_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_41_75_PA_1.png,,pa,0.9895479679107666
32_block1_31_42_TA_8,32_block1_31_42_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_31_42_TA_8.wav,32_block1_31_42_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_31_42_TA_8.png,,ta,0.982048273086548
32_block2_16_84_PA_9,32_block2_16_84_PA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_16_84_PA_9.wav,32_block2_16_84_PA_9.png,/Users/hela/Code/pata/spectrograms/32_block2_16_84_PA_9.png,,pa,0.986830711364746
32_block2_40_148_PA_9,32_block2_40_148_PA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_40_148_PA_9.wav,32_block2_40_148_PA_9.png,/Users/hela/Code/pata/spectrograms/32_block2_40_148_PA_9.png,pa,pa,0.9135714769363404
32_block1_47_66_TA_8,32_block1_47_66_TA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_47_66_TA_8.wav,32_block1_47_66_TA_8.png,/Users/hela/Code/pata/spectrograms/32_block1_47_66_TA_8.png,,ta,0.9387431740760804
32_block1_64_73_TA_9,32_block1_64_73_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_64_73_TA_9.wav,32_block1_64_73_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_64_73_TA_9.png,,ta,0.966447412967682
32_block2_76_156_TA_4,32_block2_76_156_TA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_76_156_TA_4.wav,32_block2_76_156_TA_4.png,/Users/hela/Code/pata/spectrograms/32_block2_76_156_TA_4.png,ta,ta,0.8400304317474365
32_block2_2_108_TA_2,32_block2_2_108_TA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_2_108_TA_2.wav,32_block2_2_108_TA_2.png,/Users/hela/Code/pata/spectrograms/32_block2_2_108_TA_2.png,,ta,0.9864266514778136
32_block1_24_35_TA_9,32_block1_24_35_TA_9.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_24_35_TA_9.wav,32_block1_24_35_TA_9.png,/Users/hela/Code/pata/spectrograms/32_block1_24_35_TA_9.png,,ta,0.9567646384239196
32_block2_62_88_PA_7,32_block2_62_88_PA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_62_88_PA_7.wav,32_block2_62_88_PA_7.png,/Users/hela/Code/pata/spectrograms/32_block2_62_88_PA_7.png,,pa,0.9739992022514344
32_block2_65_137_TA_1,32_block2_65_137_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_65_137_TA_1.wav,32_block2_65_137_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_65_137_TA_1.png,,ta,0.9972455501556396
32_block2_44_139_TA_4,32_block2_44_139_TA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_44_139_TA_4.wav,32_block2_44_139_TA_4.png,/Users/hela/Code/pata/spectrograms/32_block2_44_139_TA_4.png,,ta,0.9936795234680176
32_block1_38_47_TA_7,32_block1_38_47_TA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_38_47_TA_7.wav,32_block1_38_47_TA_7.png,/Users/hela/Code/pata/spectrograms/32_block1_38_47_TA_7.png,,ta,0.9859565496444702
32_block2_9_105_TA_1,32_block2_9_105_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_9_105_TA_1.wav,32_block2_9_105_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_9_105_TA_1.png,,ta,0.9901048541069032
32_block2_23_128_PA_8,32_block2_23_128_PA_8.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_23_128_PA_8.wav,32_block2_23_128_PA_8.png,/Users/hela/Code/pata/spectrograms/32_block2_23_128_PA_8.png,,pa,0.9764654040336608
32_block1_28_56_PA_4,32_block1_28_56_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_28_56_PA_4.wav,32_block1_28_56_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_28_56_PA_4.png,,pa,0.9369164109230042
32_block2_1_153_TA_1,32_block2_1_153_TA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_1_153_TA_1.wav,32_block2_1_153_TA_1.png,/Users/hela/Code/pata/spectrograms/32_block2_1_153_TA_1.png,,ta,0.9813441038131714
32_block2_13_127_PA_6,32_block2_13_127_PA_6.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_13_127_PA_6.wav,32_block2_13_127_PA_6.png,/Users/hela/Code/pata/spectrograms/32_block2_13_127_PA_6.png,,pa,0.9811550974845886
32_block1_12_61_PA_4,32_block1_12_61_PA_4.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_12_61_PA_4.wav,32_block1_12_61_PA_4.png,/Users/hela/Code/pata/spectrograms/32_block1_12_61_PA_4.png,,pa,0.92698335647583
32_block2_18_150_TA_2,32_block2_18_150_TA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_18_150_TA_2.wav,32_block2_18_150_TA_2.png,/Users/hela/Code/pata/spectrograms/32_block2_18_150_TA_2.png,,ta,0.9895393252372742
32_block2_38_106_PA_7,32_block2_38_106_PA_7.wav,/Users/hela/Code/pata/Audio_data/32/32_block2_38_106_PA_7.wav,32_block2_38_106_PA_7.png,/Users/hela/Code/pata/spectrograms/32_block2_38_106_PA_7.png,,pa,0.9746723175048828
32_block1_33_59_PA_1,32_block1_33_59_PA_1.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_33_59_PA_1.wav,32_block1_33_59_PA_1.png,/Users/hela/Code/pata/spectrograms/32_block1_33_59_PA_1.png,,pa,0.9433125853538512
32_block1_74_71_PA_2,32_block1_74_71_PA_2.wav,/Users/hela/Code/pata/Audio_data/32/32_block1_74_71_PA_2.wav,32_block1_74_71_PA_2.png,/Users/hela/Code/pata/spectrograms/32_block1_74_71_PA_2.png,,pa,0.9729914665222168
35_block1_29_23_PA_6,35_block1_29_23_PA_6.wav,/Users/hela/Code/pata/Audio_data/35/35_block1_29_23_PA_6.wav,35_block1_29_23_PA_6.png,/Users/hela/Code/pata/spectrograms/35_block1_29_23_PA_6.png,,pa,0.9713449478149414
35_block2_13_107_TA_6,35_block2_13_107_TA_6.wav,/Users/hela/Code/pata/Audio_data/35/35_block2_13_107_TA_6.wav,35_block2_13_107_TA_6.png,/Users/hela/Code/pata/spectrograms/35_block2_13_107_TA_6.png,,ta,0.9829521775245668
35_block1_66_80_TA_2,35_block1_66_80_TA_2.wav,/Users/hela/Code/pata/Audio_data/35/35_block1_66_80_TA_2.wav,35_block1_66_80_TA_2.png,/Users/hela/Code/pata/spectrograms/35_block1_66_80_TA_2.png,,ta,0.989304542541504
35_block1_54_41_PA_7,35_block1_54_41_PA_7.wav,/Users/hela/Code/pata/Audio_data/35/35_block1_54_41_PA_7.wav,35_block1_54_41_PA_7.png,/Users/hela/Code/pata/spectrograms/35_block1_54_41_PA_7.png,,pa,0.9322534799575806
35_block2_71_91_TA_8,35_block2_71_91_TA_8.wav,/Users/hela/Code/pata/Audio_data/35/35_block2_71_91_TA_8.wav,35_block2_71_91_TA_8.png,/Users/hela/Code/pata/spectrograms/35_block2_71_91_TA_8.png,,ta,0.9960798621177672
35_block2_69_128_TA_6,35_block2_69_128_TA_6.wav,/Users/hela/Code/pata/Audio_data/35/35_block2_69_128_TA_6.wav,35_block2_69_128_TA_6.png,/Users/hela/Code/pata/spectrograms/35_block2_69_128_TA_6.png,ta,ta,0.919533908367157
35_block1_69_50_PA_6,35_block1_69_50_PA_6.wav,/Users/hela/Code/pata/Audio_data/35/35_block1_69_50_PA_6.wav,35_block1_69_50_PA_6.png,/Users/hela/Code/pata/spectrograms/35_block1_69_50_PA_6.png,pa,pa,0.8637588024139404
35_block1_39_3_PA_8,35_block1_39_3_PA_8.wav,/Users/hela/Code/pata/Audio_data/35/35_block1_39_3_PA_8.wav,35_block1_39_3_PA_8.png,/Users/hela/Code/pata/spectrograms/35_block1_39_3_PA_8.png,,pa,0.9563239812850952
35_block2_1_123_PA_1,35_block2_1_123_PA_1.wav,/Users/hela/Code/pata/Audio_data/35/35_block2_1_123_PA_1.wav,35_block2_1_123_PA_1.png,/Users/hela/Code/pata/spectrograms/35_block2_1_123_PA_1.png,,pa,0.939498245716095
