name,audio_name,audio_path,image_name,image_path,label,predict,confidence,result
15_block1_19_69_PA_3,15_block1_19_69_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_19_69_PA_3.wav,15_block1_19_69_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_19_69_PA_3.png,pa,,,pa
15_block1_1_63_PA_1,15_block1_1_63_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_1_63_PA_1.wav,15_block1_1_63_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_1_63_PA_1.png,,pa,0.9800134897232056,pa
15_block1_20_17_PA_4,15_block1_20_17_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_20_17_PA_4.wav,15_block1_20_17_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_20_17_PA_4.png,,pa,0.9838935136795044,pa
15_block1_21_29_TA_6,15_block1_21_29_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_21_29_TA_6.wav,15_block1_21_29_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_21_29_TA_6.png,,ta,0.990777850151062,ta
15_block1_22_78_TA_7,15_block1_22_78_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_22_78_TA_7.wav,15_block1_22_78_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_22_78_TA_7.png,ta,,,ta
15_block1_23_61_TA_8,15_block1_23_61_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_23_61_TA_8.wav,15_block1_23_61_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_23_61_TA_8.png,ta,,,ta
15_block1_24_79_TA_9,15_block1_24_79_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_24_79_TA_9.wav,15_block1_24_79_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_24_79_TA_9.png,,ta,0.9804404377937316,ta
15_block1_25_36_PA_1,15_block1_25_36_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_25_36_PA_1.wav,15_block1_25_36_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_25_36_PA_1.png,,pa,0.975694179534912,pa
15_block1_26_52_PA_2,15_block1_26_52_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_26_52_PA_2.wav,15_block1_26_52_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_26_52_PA_2.png,,pa,0.9814959168434144,pa
15_block1_27_21_PA_3,15_block1_27_21_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_27_21_PA_3.wav,15_block1_27_21_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_27_21_PA_3.png,pa,,,pa
15_block1_28_43_PA_4,15_block1_28_43_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_28_43_PA_4.wav,15_block1_28_43_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_28_43_PA_4.png,pa,,,pa
15_block1_29_59_TA_6,15_block1_29_59_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_29_59_TA_6.wav,15_block1_29_59_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_29_59_TA_6.png,,ta,0.9882023930549622,ta
15_block1_2_22_PA_2,15_block1_2_22_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_2_22_PA_2.wav,15_block1_2_22_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_2_22_PA_2.png,,pa,0.9907483458518982,pa
15_block1_30_47_TA_7,15_block1_30_47_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_30_47_TA_7.wav,15_block1_30_47_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_30_47_TA_7.png,,ta,0.9969608187675476,ta
15_block1_31_40_TA_8,15_block1_31_40_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_31_40_TA_8.wav,15_block1_31_40_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_31_40_TA_8.png,,ta,0.9810221791267396,ta
15_block1_32_65_TA_9,15_block1_32_65_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_32_65_TA_9.wav,15_block1_32_65_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_32_65_TA_9.png,ta,ta,0.9564961194992064,ta
15_block1_33_75_PA_1,15_block1_33_75_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_33_75_PA_1.wav,15_block1_33_75_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_33_75_PA_1.png,pa,,,pa
15_block1_34_32_PA_2,15_block1_34_32_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_34_32_PA_2.wav,15_block1_34_32_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_34_32_PA_2.png,,pa,0.9874507188796996,pa
15_block1_35_51_PA_3,15_block1_35_51_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_35_51_PA_3.wav,15_block1_35_51_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_35_51_PA_3.png,pa,pa,0.931495487689972,pa
15_block1_36_24_PA_4,15_block1_36_24_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_36_24_PA_4.wav,15_block1_36_24_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_36_24_PA_4.png,pa,,,pa
15_block1_37_35_TA_6,15_block1_37_35_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_37_35_TA_6.wav,15_block1_37_35_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_37_35_TA_6.png,ta,,,ta
15_block1_38_58_TA_7,15_block1_38_58_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_38_58_TA_7.wav,15_block1_38_58_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_38_58_TA_7.png,,ta,0.997401237487793,ta
15_block1_39_10_TA_8,15_block1_39_10_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_39_10_TA_8.wav,15_block1_39_10_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_39_10_TA_8.png,,ta,0.9739466309547424,ta
15_block1_3_71_PA_3,15_block1_3_71_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_3_71_PA_3.wav,15_block1_3_71_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_3_71_PA_3.png,pa,pa,0.9591293931007384,pa
15_block1_40_19_TA_9,15_block1_40_19_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_40_19_TA_9.wav,15_block1_40_19_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_40_19_TA_9.png,,ta,0.9966092109680176,ta
15_block1_41_23_PA_1,15_block1_41_23_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_41_23_PA_1.wav,15_block1_41_23_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_41_23_PA_1.png,pa,,,pa
15_block1_42_12_PA_2,15_block1_42_12_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_42_12_PA_2.wav,15_block1_42_12_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_42_12_PA_2.png,,pa,0.988211452960968,pa
15_block1_43_46_PA_3,15_block1_43_46_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_43_46_PA_3.wav,15_block1_43_46_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_43_46_PA_3.png,pa,pa,0.6679487228393555,pa
15_block1_44_72_PA_4,15_block1_44_72_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_44_72_PA_4.wav,15_block1_44_72_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_44_72_PA_4.png,pa,,,pa
15_block1_45_77_TA_6,15_block1_45_77_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_45_77_TA_6.wav,15_block1_45_77_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_45_77_TA_6.png,ta,,,ta
15_block1_46_66_TA_7,15_block1_46_66_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_46_66_TA_7.wav,15_block1_46_66_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_46_66_TA_7.png,,ta,0.9937040209770204,ta
15_block1_47_55_TA_8,15_block1_47_55_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_47_55_TA_8.wav,15_block1_47_55_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_47_55_TA_8.png,ta,,,ta
15_block1_48_3_TA_9,15_block1_48_3_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_48_3_TA_9.wav,15_block1_48_3_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_48_3_TA_9.png,,ta,0.998709797859192,ta
15_block1_49_5_PA_1,15_block1_49_5_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_49_5_PA_1.wav,15_block1_49_5_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_49_5_PA_1.png,pa,pa,0.9483497738838196,pa
15_block1_4_74_PA_4,15_block1_4_74_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_4_74_PA_4.wav,15_block1_4_74_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_4_74_PA_4.png,pa,pa,0.8147125840187073,pa
15_block1_50_68_PA_2,15_block1_50_68_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_50_68_PA_2.wav,15_block1_50_68_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_50_68_PA_2.png,pa,,,pa
15_block1_51_54_PA_3,15_block1_51_54_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_51_54_PA_3.wav,15_block1_51_54_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_51_54_PA_3.png,,pa,0.9849714636802672,pa
15_block1_52_9_PA_4,15_block1_52_9_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_52_9_PA_4.wav,15_block1_52_9_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_52_9_PA_4.png,,pa,0.9778854846954346,pa
15_block1_53_13_TA_6,15_block1_53_13_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_53_13_TA_6.wav,15_block1_53_13_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_53_13_TA_6.png,ta,,,ta
15_block1_54_15_TA_7,15_block1_54_15_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_54_15_TA_7.wav,15_block1_54_15_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_54_15_TA_7.png,,ta,0.9742075800895692,ta
15_block1_55_11_TA_8,15_block1_55_11_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_55_11_TA_8.wav,15_block1_55_11_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_55_11_TA_8.png,ta,ta,0.9416893124580384,ta
15_block1_56_56_TA_9,15_block1_56_56_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_56_56_TA_9.wav,15_block1_56_56_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_56_56_TA_9.png,ta,,,ta
15_block1_57_39_PA_1,15_block1_57_39_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_57_39_PA_1.wav,15_block1_57_39_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_57_39_PA_1.png,,pa,0.967840015888214,pa
15_block1_58_14_PA_2,15_block1_58_14_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_58_14_PA_2.wav,15_block1_58_14_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_58_14_PA_2.png,pa,pa,0.9274134635925292,pa
15_block1_59_2_PA_3,15_block1_59_2_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_59_2_PA_3.wav,15_block1_59_2_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_59_2_PA_3.png,pa,,,pa
15_block1_5_42_TA_6,15_block1_5_42_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_5_42_TA_6.wav,15_block1_5_42_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_5_42_TA_6.png,,ta,0.987557053565979,ta
15_block1_60_76_PA_4,15_block1_60_76_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_60_76_PA_4.wav,15_block1_60_76_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_60_76_PA_4.png,pa,,,pa
15_block1_61_38_TA_6,15_block1_61_38_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_61_38_TA_6.wav,15_block1_61_38_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_61_38_TA_6.png,,ta,0.9998898506164552,ta
15_block1_62_18_TA_7,15_block1_62_18_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_62_18_TA_7.wav,15_block1_62_18_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_62_18_TA_7.png,,ta,0.9847688674926758,ta
15_block1_63_44_TA_8,15_block1_63_44_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_63_44_TA_8.wav,15_block1_63_44_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_63_44_TA_8.png,,ta,0.9905211925506592,ta
15_block1_64_50_TA_9,15_block1_64_50_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_64_50_TA_9.wav,15_block1_64_50_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_64_50_TA_9.png,ta,ta,0.956668734550476,ta
15_block1_65_30_PA_1,15_block1_65_30_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_65_30_PA_1.wav,15_block1_65_30_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_65_30_PA_1.png,,pa,0.9826432466506958,pa
15_block1_66_28_PA_2,15_block1_66_28_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_66_28_PA_2.wav,15_block1_66_28_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_66_28_PA_2.png,pa,,,pa
15_block1_67_4_PA_3,15_block1_67_4_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_67_4_PA_3.wav,15_block1_67_4_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_67_4_PA_3.png,,pa,0.9610843062400818,pa
15_block1_68_41_PA_4,15_block1_68_41_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_68_41_PA_4.wav,15_block1_68_41_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_68_41_PA_4.png,pa,,,pa
15_block1_69_67_TA_6,15_block1_69_67_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_69_67_TA_6.wav,15_block1_69_67_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_69_67_TA_6.png,pa,,,pa
15_block1_6_60_TA_7,15_block1_6_60_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_6_60_TA_7.wav,15_block1_6_60_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_6_60_TA_7.png,,ta,0.9913971424102784,ta
15_block1_70_70_TA_7,15_block1_70_70_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_70_70_TA_7.wav,15_block1_70_70_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_70_70_TA_7.png,,ta,0.974127471446991,ta
15_block1_71_73_TA_8,15_block1_71_73_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_71_73_TA_8.wav,15_block1_71_73_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_71_73_TA_8.png,,ta,0.9944289922714232,ta
15_block1_72_27_TA_9,15_block1_72_27_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_72_27_TA_9.wav,15_block1_72_27_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_72_27_TA_9.png,,ta,0.9939712882041932,ta
15_block1_73_25_PA_1,15_block1_73_25_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_73_25_PA_1.wav,15_block1_73_25_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_73_25_PA_1.png,,pa,0.987312376499176,pa
15_block1_74_53_PA_2,15_block1_74_53_PA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_74_53_PA_2.wav,15_block1_74_53_PA_2.png,/Users/hela/Code/pata/spectrograms/15_block1_74_53_PA_2.png,pa,pa,0.8452919721603394,pa
15_block1_75_34_PA_3,15_block1_75_34_PA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_75_34_PA_3.wav,15_block1_75_34_PA_3.png,/Users/hela/Code/pata/spectrograms/15_block1_75_34_PA_3.png,pa,,,pa
15_block1_76_7_PA_4,15_block1_76_7_PA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_76_7_PA_4.wav,15_block1_76_7_PA_4.png,/Users/hela/Code/pata/spectrograms/15_block1_76_7_PA_4.png,pa,pa,0.9500882029533386,pa
15_block1_77_64_TA_6,15_block1_77_64_TA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_77_64_TA_6.wav,15_block1_77_64_TA_6.png,/Users/hela/Code/pata/spectrograms/15_block1_77_64_TA_6.png,,ta,0.9897345304489136,ta
15_block1_78_33_TA_7,15_block1_78_33_TA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_78_33_TA_7.wav,15_block1_78_33_TA_7.png,/Users/hela/Code/pata/spectrograms/15_block1_78_33_TA_7.png,,ta,0.9953155517578124,ta
15_block1_79_26_TA_8,15_block1_79_26_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_79_26_TA_8.wav,15_block1_79_26_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_79_26_TA_8.png,ta,,,ta
15_block1_7_57_TA_8,15_block1_7_57_TA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_7_57_TA_8.wav,15_block1_7_57_TA_8.png,/Users/hela/Code/pata/spectrograms/15_block1_7_57_TA_8.png,,ta,0.9728310108184814,ta
15_block1_80_37_TA_9,15_block1_80_37_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_80_37_TA_9.wav,15_block1_80_37_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_80_37_TA_9.png,ta,ta,0.5467954874038696,ta
15_block1_8_1_TA_9,15_block1_8_1_TA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_8_1_TA_9.wav,15_block1_8_1_TA_9.png,/Users/hela/Code/pata/spectrograms/15_block1_8_1_TA_9.png,ta,,,ta
15_block1_9_8_PA_1,15_block1_9_8_PA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block1_9_8_PA_1.wav,15_block1_9_8_PA_1.png,/Users/hela/Code/pata/spectrograms/15_block1_9_8_PA_1.png,pa,,,pa
15_block2_10_128_TA_2,15_block2_10_128_TA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_10_128_TA_2.wav,15_block2_10_128_TA_2.png,/Users/hela/Code/pata/spectrograms/15_block2_10_128_TA_2.png,ta,,,ta
15_block2_11_121_TA_3,15_block2_11_121_TA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_11_121_TA_3.wav,15_block2_11_121_TA_3.png,/Users/hela/Code/pata/spectrograms/15_block2_11_121_TA_3.png,ta,ta,0.8799335360527039,ta
15_block2_12_96_TA_4,15_block2_12_96_TA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_12_96_TA_4.wav,15_block2_12_96_TA_4.png,/Users/hela/Code/pata/spectrograms/15_block2_12_96_TA_4.png,ta,pa,0.5117919445037842,ta
15_block2_13_81_PA_6,15_block2_13_81_PA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_13_81_PA_6.wav,15_block2_13_81_PA_6.png,/Users/hela/Code/pata/spectrograms/15_block2_13_81_PA_6.png,,pa,0.9915403723716736,pa
15_block2_14_137_PA_7,15_block2_14_137_PA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_14_137_PA_7.wav,15_block2_14_137_PA_7.png,/Users/hela/Code/pata/spectrograms/15_block2_14_137_PA_7.png,pa,,,pa
15_block2_15_138_PA_8,15_block2_15_138_PA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_15_138_PA_8.wav,15_block2_15_138_PA_8.png,/Users/hela/Code/pata/spectrograms/15_block2_15_138_PA_8.png,,pa,0.9925487041473388,pa
15_block2_16_99_PA_9,15_block2_16_99_PA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_16_99_PA_9.wav,15_block2_16_99_PA_9.png,/Users/hela/Code/pata/spectrograms/15_block2_16_99_PA_9.png,pa,,,pa
15_block2_17_108_TA_1,15_block2_17_108_TA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_17_108_TA_1.wav,15_block2_17_108_TA_1.png,/Users/hela/Code/pata/spectrograms/15_block2_17_108_TA_1.png,,ta,0.997018337249756,ta
15_block2_18_134_TA_2,15_block2_18_134_TA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_18_134_TA_2.wav,15_block2_18_134_TA_2.png,/Users/hela/Code/pata/spectrograms/15_block2_18_134_TA_2.png,ta,,,ta
15_block2_19_136_TA_3,15_block2_19_136_TA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_19_136_TA_3.wav,15_block2_19_136_TA_3.png,/Users/hela/Code/pata/spectrograms/15_block2_19_136_TA_3.png,,ta,0.9836490154266356,ta
15_block2_1_82_TA_1,15_block2_1_82_TA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_1_82_TA_1.wav,15_block2_1_82_TA_1.png,/Users/hela/Code/pata/spectrograms/15_block2_1_82_TA_1.png,,ta,0.998653769493103,ta
15_block2_20_125_TA_4,15_block2_20_125_TA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_20_125_TA_4.wav,15_block2_20_125_TA_4.png,/Users/hela/Code/pata/spectrograms/15_block2_20_125_TA_4.png,,ta,0.974440336227417,ta
15_block2_21_89_PA_6,15_block2_21_89_PA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_21_89_PA_6.wav,15_block2_21_89_PA_6.png,/Users/hela/Code/pata/spectrograms/15_block2_21_89_PA_6.png,pa,,,pa
15_block2_22_119_PA_7,15_block2_22_119_PA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_22_119_PA_7.wav,15_block2_22_119_PA_7.png,/Users/hela/Code/pata/spectrograms/15_block2_22_119_PA_7.png,,pa,0.99521142244339,pa
15_block2_23_132_PA_8,15_block2_23_132_PA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_23_132_PA_8.wav,15_block2_23_132_PA_8.png,/Users/hela/Code/pata/spectrograms/15_block2_23_132_PA_8.png,,pa,0.9919480681419371,pa
15_block2_24_103_PA_9,15_block2_24_103_PA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_24_103_PA_9.wav,15_block2_24_103_PA_9.png,/Users/hela/Code/pata/spectrograms/15_block2_24_103_PA_9.png,pa,,,pa
15_block2_25_102_TA_1,15_block2_25_102_TA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_25_102_TA_1.wav,15_block2_25_102_TA_1.png,/Users/hela/Code/pata/spectrograms/15_block2_25_102_TA_1.png,,ta,0.985101580619812,ta
15_block2_26_140_TA_2,15_block2_26_140_TA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_26_140_TA_2.wav,15_block2_26_140_TA_2.png,/Users/hela/Code/pata/spectrograms/15_block2_26_140_TA_2.png,ta,,,ta
15_block2_27_145_TA_3,15_block2_27_145_TA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_27_145_TA_3.wav,15_block2_27_145_TA_3.png,/Users/hela/Code/pata/spectrograms/15_block2_27_145_TA_3.png,,ta,0.9934775829315186,ta
15_block2_28_154_TA_4,15_block2_28_154_TA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_28_154_TA_4.wav,15_block2_28_154_TA_4.png,/Users/hela/Code/pata/spectrograms/15_block2_28_154_TA_4.png,ta,,,ta
15_block2_29_107_PA_6,15_block2_29_107_PA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_29_107_PA_6.wav,15_block2_29_107_PA_6.png,/Users/hela/Code/pata/spectrograms/15_block2_29_107_PA_6.png,,pa,0.97274649143219,pa
15_block2_2_153_TA_2,15_block2_2_153_TA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_2_153_TA_2.wav,15_block2_2_153_TA_2.png,/Users/hela/Code/pata/spectrograms/15_block2_2_153_TA_2.png,,ta,0.9959177374839784,ta
15_block2_30_84_PA_7,15_block2_30_84_PA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_30_84_PA_7.wav,15_block2_30_84_PA_7.png,/Users/hela/Code/pata/spectrograms/15_block2_30_84_PA_7.png,,ta,0.999997615814209,ta
15_block2_31_124_PA_8,15_block2_31_124_PA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_31_124_PA_8.wav,15_block2_31_124_PA_8.png,/Users/hela/Code/pata/spectrograms/15_block2_31_124_PA_8.png,,pa,0.9953327775001526,pa
15_block2_32_111_PA_9,15_block2_32_111_PA_9.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_32_111_PA_9.wav,15_block2_32_111_PA_9.png,/Users/hela/Code/pata/spectrograms/15_block2_32_111_PA_9.png,pa,,,pa
15_block2_33_110_TA_1,15_block2_33_110_TA_1.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_33_110_TA_1.wav,15_block2_33_110_TA_1.png,/Users/hela/Code/pata/spectrograms/15_block2_33_110_TA_1.png,ta,,,ta
15_block2_34_106_TA_2,15_block2_34_106_TA_2.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_34_106_TA_2.wav,15_block2_34_106_TA_2.png,/Users/hela/Code/pata/spectrograms/15_block2_34_106_TA_2.png,ta,,,ta
15_block2_35_92_TA_3,15_block2_35_92_TA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_35_92_TA_3.wav,15_block2_35_92_TA_3.png,/Users/hela/Code/pata/spectrograms/15_block2_35_92_TA_3.png,,ta,0.996752142906189,ta
15_block2_36_139_TA_4,15_block2_36_139_TA_4.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_36_139_TA_4.wav,15_block2_36_139_TA_4.png,/Users/hela/Code/pata/spectrograms/15_block2_36_139_TA_4.png,,pa,0.9931730628013612,pa
15_block2_37_151_PA_6,15_block2_37_151_PA_6.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_37_151_PA_6.wav,15_block2_37_151_PA_6.png,/Users/hela/Code/pata/spectrograms/15_block2_37_151_PA_6.png,,pa,0.989959180355072,pa
15_block2_38_133_PA_7,15_block2_38_133_PA_7.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_38_133_PA_7.wav,15_block2_38_133_PA_7.png,/Users/hela/Code/pata/spectrograms/15_block2_38_133_PA_7.png,,pa,0.992069125175476,pa
15_block2_39_85_PA_8,15_block2_39_85_PA_8.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_39_85_PA_8.wav,15_block2_39_85_PA_8.png,/Users/hela/Code/pata/spectrograms/15_block2_39_85_PA_8.png,,pa,0.9948340654373168,pa
15_block2_3_157_TA_3,15_block2_3_157_TA_3.wav,/Users/hela/Code/pata/Audio_data/15/15_block2_3_157_TA_3.wav,15_block2_3_157_TA_3.png,/Users/hela/Code/pata/spectrograms/15_block2_3_157_TA_3.png,ta,,,ta
